map_id,map
0,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,%,#,.,#,.,.,.,.,.,^,%,.,%,^,^,#,.,%,.,#,#,#,.,#,^,#,%,^,#,.,#,.,#,#,.,.,%,.,.,#,.,.,#,#,.,.,.,.,.,.,#,^,#,%,#,#,.,%,.,^,#,#,#,^,#,#,.,#,.,P,%,.,#,.,#,.,#,#,^,.,.,.,^,#,%,.,#,#,^,#,^,#,.,.,#,%,#,%,#,#,.,.,.,#,.,.,%,#,#,#,%,%,.,.,^,^,.,.,.,.,.,#,%,#,^,#,#,%,.,.,#,#,.,.,.,.,%,#,.,#,%,#,%,#,.,#,^,#,#,^,.,%,#,#,.,.,#,.,.,#,.,#,.,#,.,.,^,.,.,#,#,.,.,%,#,#,.,.,.,.,.,#,.,#,.,#,%,#,.,#,.,#,#,.,.,%,#,#,%,^,.,.,%,%,.,%,^,.,.,#,.,#,.,.,.,^,%,.,#,#,#,#,.,.,.,.,.,^,^,.,%,#,#,#,^,.,^,.,.,%,#,#,#,#,.,^,.,.,%,#,#,#,.,.,^,^,.,^,.,.,.,.,#,#,#,#,S,^,^,.,.,.,.,.,.,#,#,#,.,%,.,#,.,.,#,#,#,#,.,.,%,#,#,#,%,%,%,^,.,%,^,.,.,.,.,.,#,#,.,^,F,.,.,%,.,.,.,.,%,#,#,#,.,^,.,.,.,^,#,#,.,.,%,#,#,.,#,.,#,.,.,#,.,#,.,^,.,%,.,.,#,#,.,%,.,#,#,.,#,%,#,%,.,#,.,#,^,.,%,.,^,.,#,#,.,^,.,#,#,.,^,.,%,%,.,%,.,^,.,.,.,#,^,.,#,#,.,.,.,#,#,.,#,.,#,.,.,#,^,#,.,.,.,.,.,%,#,#,^,^,%,.,.,^,#,.,#,^,.,#,^,#,.,.,^,.,%,.,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,
1,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,.,#,.,#,.,%,.,.,%,.,%,%,^,.,%,%,^,.,^,.,#,#,.,#,.,#,%,.,#,^,#,%,.,#,.,#,^,#,#,#,.,^,#,#,%,^,.,.,.,.,#,.,#,.,.,#,.,#,.,.,^,^,.,.,#,#,^,#,%,#,^,%,#,.,#,%,.,#,.,#,.,.,^,#,#,#,#,#,.,#,.,#,.,.,.,%,.,.,.,#,.,#,.,.,.,.,%,.,#,#,#,.,.,.,#,.,.,.,^,.,%,.,.,.,^,%,#,^,#,.,#,#,.,.,#,.,%,.,#,.,#,.,.,%,#,#,#,^,P,.,#,.,#,#,.,#,#,#,%,.,#,.,#,.,.,^,.,^,.,%,.,F,.,.,#,#,%,.,#,%,%,%,#,.,#,.,#,#,#,.,^,%,#,.,#,.,#,#,#,.,.,^,#,.,.,^,.,^,.,.,.,%,.,%,#,.,#,%,#,#,.,%,^,.,.,#,#,.,.,.,#,%,.,.,#,.,#,%,#,.,#,#,.,^,#,.,.,#,#,.,^,.,.,.,#,.,^,.,#,%,#,.,#,#,.,.,.,%,^,#,#,.,.,.,.,#,#,#,%,.,.,.,.,.,#,#,.,.,#,.,%,#,#,.,.,.,%,.,#,%,.,.,#,.,#,.,#,#,.,%,%,%,%,.,.,^,.,.,#,.,%,^,#,.,#,.,#,%,#,#,#,#,%,#,#,%,.,.,.,.,%,.,.,.,%,.,#,.,#,.,#,#,#,#,%,#,#,^,.,.,^,.,#,#,.,S,.,%,#,^,#,.,#,#,%,%,.,.,.,.,.,#,^,%,#,#,.,.,^,%,#,.,#,^,#,#,#,#,^,#,#,.,.,%,%,.,#,#,.,%,.,.,#,.,#,.,#,#,#,#,.,#,#,.,.,^,.,.,#,#,.,.,.,%,.,.,^,.,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,
2,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,.,#,#,#,.,.,.,^,%,%,.,^,.,.,.,^,#,.,#,^,#,#,.,.,.,%,S,^,#,^,#,%,.,.,#,%,.,.,#,.,#,^,#,#,.,#,#,#,.,%,#,^,#,.,.,.,^,%,.,^,#,^,#,^,#,#,.,.,%,.,^,.,#,.,#,.,.,.,#,%,%,^,#,.,#,.,#,#,.,#,#,#,.,%,%,.,.,.,.,%,.,.,%,%,%,^,.,.,#,#,.,^,.,.,^,.,.,%,.,^,#,#,.,#,#,.,^,^,.,.,#,#,#,#,.,.,.,.,#,#,#,#,#,#,.,#,#,#,.,#,.,#,#,#,#,#,.,^,^,.,%,%,.,.,.,%,.,.,.,#,.,#,.,#,#,#,#,#,.,%,F,%,#,#,#,#,#,#,%,#,#,#,.,#,.,#,#,#,#,#,.,.,%,^,%,.,%,%,#,#,.,#,#,%,.,^,%,.,#,#,^,#,^,#,%,.,.,.,.,.,.,.,%,%,%,.,^,.,.,%,#,#,.,#,.,#,.,.,.,#,#,#,#,#,#,^,^,.,.,#,.,.,#,#,.,#,.,#,.,%,.,.,.,.,^,.,.,.,%,.,.,%,.,.,#,#,.,#,%,#,^,#,#,#,.,%,%,%,#,#,#,.,^,#,.,.,#,#,.,%,.,.,.,.,.,%,.,%,.,%,.,.,.,.,.,^,.,.,#,#,.,#,^,#,.,#,#,.,.,%,#,%,%,.,#,%,.,.,.,.,#,#,^,#,.,#,.,#,#,^,.,.,.,^,#,^,.,.,%,#,.,.,#,#,^,^,.,.,.,#,#,.,^,.,.,#,#,#,.,^,%,.,.,.,#,#,.,#,^,#,%,#,#,.,^,%,.,.,#,.,.,%,.,#,.,.,#,#,.,P,^,#,.,.,.,^,.,^,#,.,.,.,#,.,^,.,.,.,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,
3,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,%,.,^,^,.,.,.,.,.,.,.,.,.,.,.,^,%,.,.,.,#,#,^,#,#,#,#,.,%,^,.,^,.,%,^,#,#,.,%,.,#,#,#,#,.,%,.,.,.,.,.,#,%,^,.,^,.,#,#,%,^,.,#,#,#,#,.,#,#,#,#,.,.,.,.,.,.,.,%,#,#,%,.,.,#,#,#,#,%,.,.,.,^,.,.,%,.,^,^,%,.,#,#,%,%,.,#,#,#,#,#,#,.,%,%,.,.,^,.,.,.,.,%,.,.,^,^,%,%,^,#,#,#,#,.,.,^,^,.,#,.,%,#,#,%,.,.,.,.,#,#,#,#,#,#,#,.,.,.,.,^,.,.,^,#,#,.,.,^,.,.,.,.,.,#,#,#,#,^,.,.,.,.,#,^,.,#,#,.,^,.,#,#,#,.,.,#,#,.,.,%,.,%,.,%,F,.,.,#,#,%,.,%,^,%,.,.,.,#,#,.,.,.,.,^,.,S,.,.,.,^,.,^,^,.,^,%,.,.,.,#,#,.,%,%,#,#,#,#,.,.,.,#,#,#,#,.,#,#,#,.,.,#,#,^,.,^,#,#,#,#,%,.,.,.,%,.,.,%,^,.,.,^,.,#,#,.,.,.,#,#,#,#,^,%,.,#,#,#,#,.,.,.,#,#,#,#,#,%,.,.,#,#,#,#,.,.,.,.,^,^,%,.,^,.,.,.,.,#,#,^,^,.,.,.,.,#,#,#,.,.,.,^,%,^,.,.,.,.,.,#,#,#,#,#,#,.,.,%,.,^,^,.,#,#,#,#,#,#,^,%,.,#,#,.,.,^,.,.,.,#,#,#,.,.,%,.,.,^,#,#,.,.,%,#,#,#,#,#,#,%,.,.,.,^,.,.,#,#,#,P,#,#,.,^,.,#,#,.,.,^,.,%,^,#,#,#,^,.,%,^,%,.,#,#,%,.,.,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,
4,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,.,^,.,.,%,.,^,.,^,.,.,.,%,.,.,.,.,%,.,^,#,#,.,#,.,#,.,.,^,.,.,.,^,%,#,#,#,%,#,#,#,#,#,#,^,#,.,#,%,%,.,#,^,^,.,.,.,.,.,.,^,%,.,.,#,#,.,#,.,#,.,.,%,.,%,%,#,#,#,.,.,^,#,#,#,#,#,#,.,#,.,#,%,.,.,%,^,^,.,.,.,.,.,.,.,.,.,.,#,#,.,.,.,.,.,^,#,#,#,.,%,#,.,#,^,.,.,%,^,^,#,#,.,#,#,#,#,.,%,.,.,.,.,#,.,P,.,#,#,#,^,.,#,#,.,.,^,.,^,.,#,#,#,.,.,#,.,#,%,^,^,.,%,.,#,#,.,#,#,#,#,.,.,.,.,.,.,#,.,#,.,%,^,#,#,#,#,#,.,.,.,.,.,^,#,#,#,.,%,.,%,.,.,^,.,.,.,.,#,#,#,.,.,.,#,.,.,.,.,.,#,.,^,^,#,.,%,.,.,%,#,#,.,%,#,%,^,.,#,^,#,^,^,^,#,%,.,.,.,#,.,%,#,#,.,#,#,#,^,.,#,.,#,.,.,#,#,#,.,.,.,.,.,^,#,#,.,%,#,.,%,.,#,^,#,.,.,.,#,.,.,.,.,#,^,^,#,#,#,.,%,^,#,%,%,.,%,^,#,%,.,%,#,.,.,.,%,%,#,#,%,.,^,.,.,%,.,.,%,.,.,.,^,^,.,.,#,#,#,^,#,#,#,#,#,%,.,.,.,^,.,^,.,.,%,.,.,.,.,.,.,.,#,#,^,.,%,%,.,.,%,#,F,^,^,.,#,.,.,.,#,#,#,.,#,#,.,.,#,#,#,.,.,.,.,.,.,%,^,.,%,%,.,.,^,.,#,#,.,.,%,^,.,.,.,^,S,^,.,^,%,^,.,.,#,#,#,.,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,
5,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,^,#,.,#,%,.,%,.,.,%,S,.,%,.,.,#,#,.,#,#,#,#,.,#,.,#,%,.,.,.,.,.,.,#,#,#,#,#,#,%,#,#,#,#,.,.,.,%,.,%,.,#,%,^,%,.,^,%,.,.,.,^,%,^,#,#,^,#,%,#,%,.,.,%,.,%,.,#,#,#,#,#,#,.,#,#,#,#,^,#,%,#,F,%,.,.,.,.,.,.,%,.,.,#,#,%,#,#,#,#,.,.,%,#,#,#,.,.,^,#,%,.,.,.,%,.,^,.,.,.,#,#,.,%,.,#,#,.,%,#,.,.,.,%,.,%,.,.,#,#,#,#,#,#,.,.,.,#,#,%,#,#,#,.,.,%,#,.,%,^,.,.,%,%,#,#,%,.,.,#,#,.,.,#,%,%,%,.,.,%,%,%,#,#,#,#,#,#,.,.,^,%,.,#,.,.,.,#,.,.,.,.,.,%,^,.,^,.,#,#,.,.,.,.,.,.,^,^,%,%,.,#,#,#,.,.,#,#,#,.,#,#,.,.,.,.,^,.,.,.,#,#,.,.,.,.,.,%,.,.,.,.,#,#,.,^,#,.,%,.,%,%,#,#,.,#,#,#,.,.,#,#,#,.,#,#,.,^,^,.,.,.,^,.,P,#,%,.,.,^,.,.,^,.,.,.,#,#,^,.,.,.,.,.,.,.,#,#,.,#,#,#,.,%,#,#,#,.,#,#,.,^,.,.,.,.,%,.,.,.,%,.,.,^,.,.,#,%,#,.,#,#,.,#,.,#,.,.,%,.,#,#,#,#,#,.,.,.,#,.,#,.,#,#,^,#,.,#,%,.,^,^,#,#,.,^,%,^,.,.,#,%,#,.,#,#,.,#,^,#,.,.,.,^,#,#,^,.,#,#,#,.,#,.,#,.,#,#,.,#,.,#,.,.,%,.,#,#,.,.,%,^,%,%,%,.,%,.,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,
6,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,.,.,.,#,.,.,.,%,%,^,%,.,.,.,%,.,.,.,.,#,#,^,.,#,.,^,.,.,#,.,.,#,.,#,%,#,#,#,.,.,.,#,#,.,#,#,#,.,.,%,^,.,.,#,.,#,.,#,#,#,.,^,.,#,#,.,.,#,.,%,%,^,#,.,.,#,%,#,%,#,#,#,.,.,.,#,#,#,.,.,.,#,^,.,^,.,.,^,.,.,^,^,#,#,.,.,.,#,#,.,^,%,.,.,#,^,^,%,#,.,.,.,%,.,%,.,.,.,.,#,#,.,.,#,^,.,S,^,#,%,.,.,.,#,#,#,^,%,#,.,.,#,#,%,.,^,%,.,.,#,#,#,^,.,.,%,^,%,.,.,.,.,.,#,#,.,%,#,.,^,^,.,#,.,.,#,#,#,.,.,.,.,P,.,%,#,#,%,.,%,.,%,#,.,^,%,#,.,%,.,^,.,.,.,^,.,^,#,#,.,.,.,.,.,.,.,.,%,.,.,.,.,^,.,.,#,%,#,.,#,#,#,#,#,#,%,%,#,#,#,#,#,#,^,.,^,.,#,%,#,.,#,#,%,^,.,%,^,.,.,.,^,^,#,#,%,.,^,.,#,.,#,.,#,#,#,#,#,#,.,.,#,#,#,#,#,#,.,.,.,^,#,.,#,%,#,#,.,.,.,.,.,.,.,.,.,.,#,#,.,^,.,%,%,.,%,.,#,#,.,.,^,#,#,.,.,.,.,^,.,^,^,.,^,.,.,^,.,^,#,#,.,.,.,#,#,.,.,%,.,^,#,.,#,.,#,%,.,%,#,#,#,#,%,%,.,#,#,.,^,#,^,.,#,^,#,^,#,^,.,%,#,#,#,#,.,%,.,#,#,.,%,.,.,^,#,.,#,F,#,.,^,%,#,#,#,#,.,.,.,%,.,^,.,%,.,^,^,.,.,^,.,%,%,.,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,
7,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,%,#,^,#,%,.,#,#,#,.,.,#,.,#,%,.,.,.,%,^,#,#,^,#,^,#,%,.,.,.,.,.,.,#,.,#,^,.,.,%,%,^,#,#,.,.,.,.,%,.,#,#,#,.,.,.,.,.,.,.,.,#,.,.,#,#,^,#,^,#,.,.,.,.,.,^,.,#,.,#,.,.,%,.,.,%,#,#,.,#,.,#,%,^,#,#,#,.,.,#,^,#,%,^,.,%,.,.,#,#,.,F,.,^,.,%,%,.,.,^,%,%,S,^,%,.,%,.,.,^,#,#,.,%,#,#,#,.,#,.,#,.,#,#,.,%,.,#,#,.,.,.,#,#,.,.,.,^,%,.,#,^,#,.,#,#,.,.,.,#,#,.,.,^,#,#,#,#,#,.,%,.,#,.,#,^,#,#,%,.,.,#,#,.,^,%,#,#,.,.,.,.,%,^,#,%,#,.,#,#,.,%,.,#,P,.,^,^,#,#,%,.,.,%,.,^,#,#,#,.,#,#,.,^,.,%,^,%,.,.,#,#,.,#,#,#,#,.,%,.,.,.,#,#,%,.,%,^,#,^,#,.,#,#,.,%,%,.,.,%,#,#,#,.,#,#,.,^,.,.,#,.,#,.,#,#,%,#,#,#,#,.,^,.,.,.,#,#,.,.,.,.,#,%,#,%,#,#,.,%,.,.,%,.,#,#,#,^,%,.,.,.,.,.,#,%,#,.,#,#,#,.,.,%,#,.,.,.,.,.,%,^,.,.,%,.,%,.,^,^,#,#,.,.,#,.,.,.,#,%,#,%,.,#,.,#,.,.,#,#,#,#,#,#,.,#,#,#,.,.,#,.,#,.,.,#,.,#,.,%,.,^,.,.,#,#,.,.,#,^,.,.,#,%,#,.,^,#,.,#,.,.,#,#,#,#,#,#,#,%,.,.,#,^,%,.,.,.,^,#,.,#,%,.,.,.,.,.,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,
8,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,.,.,.,#,#,%,^,.,.,.,.,%,%,.,.,#,%,.,.,#,#,#,.,.,^,#,#,#,#,#,^,.,#,#,#,.,.,%,.,#,^,^,#,#,.,^,.,#,#,^,.,.,.,.,.,.,.,^,%,.,#,#,#,.,#,#,%,.,.,#,#,.,.,#,#,#,.,.,#,#,#,.,%,#,.,%,#,#,.,.,%,%,^,.,%,.,.,%,.,.,.,.,.,#,.,.,^,#,#,#,.,%,.,.,%,^,#,.,#,.,.,%,^,^,%,%,#,.,#,.,#,#,.,.,#,.,%,.,#,.,#,.,.,%,.,#,#,.,#,%,#,F,#,#,.,.,^,.,^,.,#,.,#,%,.,^,.,#,#,.,.,^,.,.,#,#,.,^,#,.,.,.,#,.,#,.,^,.,.,#,#,^,#,.,#,.,#,#,.,.,.,.,%,.,.,.,.,.,.,.,.,#,#,.,#,%,#,%,#,#,.,^,.,.,.,.,.,.,^,.,^,.,^,.,.,#,#,%,^,.,#,#,#,%,#,.,#,.,.,#,.,.,.,^,.,^,.,#,#,.,^,^,#,#,#,.,#,.,#,.,.,.,.,.,^,.,#,.,.,#,#,.,^,^,#,#,#,.,#,.,#,.,.,#,.,.,%,.,^,%,.,#,#,.,.,^,#,#,.,.,%,.,S,.,%,^,%,%,.,.,.,.,.,^,.,.,.,.,#,#,.,#,%,#,.,.,^,.,^,^,.,#,#,#,%,#,#,%,#,#,#,#,^,#,%,#,^,^,#,.,#,.,.,.,.,%,^,#,#,^,#,#,#,#,.,#,.,#,.,.,#,.,#,.,%,P,#,#,.,.,.,^,.,^,#,#,.,#,.,#,.,.,#,%,#,.,^,.,.,.,^,#,#,%,#,#,#,#,.,.,^,.,.,.,#,.,#,^,^,#,#,#,.,#,#,%,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,
9,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,%,#,#,#,.,.,#,.,#,^,.,#,#,#,.,^,.,^,#,#,#,#,.,.,%,.,.,.,#,%,#,^,.,^,^,.,%,.,.,.,#,#,#,#,^,#,#,#,.,.,^,^,.,.,.,#,#,#,.,.,.,.,#,#,#,#,.,.,.,%,.,.,#,^,#,.,.,%,%,.,.,.,.,.,#,#,#,#,.,#,#,#,.,.,#,^,#,.,.,#,#,#,.,.,%,^,.,.,#,#,#,#,.,.,.,.,.,^,.,^,.,.,.,F,.,.,.,.,.,^,#,#,#,#,.,.,.,^,.,#,%,.,#,#,.,.,.,^,.,.,#,#,#,#,#,#,.,^,.,.,^,.,.,.,#,#,.,.,.,%,.,%,#,#,#,#,#,#,.,^,.,%,.,#,%,%,#,#,.,^,.,.,%,%,#,#,#,#,.,%,.,.,%,%,.,.,.,.,#,#,.,^,^,%,^,.,#,#,#,#,^,.,.,.,.,#,.,^,%,P,#,#,.,.,.,.,.,.,^,^,#,#,.,S,%,.,.,.,.,#,.,.,#,#,.,^,^,.,.,#,#,#,#,#,.,.,#,.,.,.,#,#,#,.,#,#,.,.,%,.,%,.,.,.,#,#,.,.,%,.,%,.,.,#,^,.,#,#,.,.,.,#,#,#,.,.,#,#,.,.,.,.,.,#,^,%,%,#,^,.,^,%,.,%,.,.,.,.,#,#,.,.,.,.,^,.,#,#,#,.,%,#,.,#,.,%,^,.,.,.,#,#,#,#,%,.,.,.,.,%,.,%,^,#,.,#,.,.,.,#,.,.,#,#,#,#,.,%,.,.,#,#,#,.,.,#,.,#,.,.,.,^,.,%,#,#,#,#,.,.,.,.,^,.,%,.,%,#,.,#,.,%,.,#,.,^,#,#,#,#,.,^,.,.,#,#,#,%,.,%,.,.,.,.,^,%,.,.,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,
